Team,ShortName,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,OBP,SLG,OPS,wOBA,BB%,K%,BB/K,ISO,Spd,BABIP,UBR,GDPRuns,wRC,wRAA,UZR,wBsR,BaseRunning,WAR,Off,Def,wRC+,FPTS,FPTS_G,SPTS,SPTS_G,InterSD,InterSK,IntraSD,Vol,Skew,Dim,ADP,Pos,minpos,UPURL,teamid,League,PlayerName,xMLBAMID,playerids,playerid
TBR,Rays,87.2867,294.187,332.069,62.7635,42.4866,13.1324,1.77415,5.37037,37.5969,29.8493,31.9586,0.18819,78.7391,0.957708,3.28133,1.68403,2.9722,14.6291,4.08024,0.213346,0.289601,0.324811,0.614413,0.273608,0.0962409,0.237117,0.405879,0.111466,6.27609,0.268998,0.0865782,,28.6013,-10.6352,0.529415,0.758341,0.84492,0.535678,-9.88423216342926,3.881295323371887,72.6629,271.2,3.117241379,271.2,3.117241379,3.61,-0.0522683,1.16504,3.61,0.0522683,3.44661,999.0,0.00990099,SS,/players/taylor-walls/22458/stats/batting,12,AL,Taylor Walls,670764,22458,22458
MIL,Brewers,51.3727,161.234,178.345,34.0106,21.8723,6.56663,1.05414,4.51747,22.3698,16.1975,14.2278,0.129167,44.7726,0.820976,0.870851,1.19201,1.32994,15.0692,3.24101,0.21094,0.276932,0.348797,0.625729,0.275315,0.0797768,0.251044,0.31778,0.137858,7.59076,0.26143,0.0132088,,15.6081,-5.46479,2.22812,1.44369,1.4569,0.529249,-3.840363383293152,3.079632878303528,74.9392,167.5,3.284313725,167.5,3.284313725,3.23008,0.186456,1.67417,3.23008,-0.186456,2.76778,730.6900024414062,0.04705882,2B/SS,/players/david-hamilton/27531/stats/batting,23,NL,David Hamilton,666152,27531,27531
ATH,Athletics,43.4137,139.91,152.787,31.7413,21.2918,6.02063,0.0760221,4.3528,15.4851,17.608,9.52667,0.0660704,42.2017,1.28178,0.942575,1.1261,2.60073,0.692379,0.201731,0.22687,0.280559,0.364323,0.644882,0.282213,0.0623527,0.276213,0.225742,0.137454,2.58852,0.290446,-0.0895195,,14.227,-3.82597,0.751914,-0.155616,-0.245135,0.527766,-4.114324659109116,4.101736783981323,78.5736,129.1,3.002325581,129.1,3.002325581,1.89299,0.613004,1.4319,1.89299,-0.613004,3.0908,999.0,0.02702703,C,/players/austin-wynns/15271/stats/batting,10,AL,Austin Wynns,642851,15271,15271
ARI,Diamondbacks,44.9684,158.392,181.073,38.4895,26.29,7.64263,0.865126,3.69169,21.9402,18.5261,18.4431,0.385304,38.8719,2.88461,1.16641,0.186814,2.64179,5.54098,1.51475,0.243002,0.33069,0.372099,0.702789,0.311517,0.101855,0.214676,0.474458,0.129097,5.4512,0.297431,-0.209424,,21.169,-0.226158,1.41118,0.176067,-0.0333571,0.526234,-0.4625948369503021,-0.4183429479598999,97.9999,190.1,4.224444444,190.1,4.224444444,6.05656,1.78874,1.47468,6.05656,-1.78874,3.03376,999.0,0.0,OF,/players/ryan-waldschmidt/sa3025261/stats/batting,15,NL,Ryan Waldschmidt,814439,sa3025261,sa3025261
LAD,Dodgers,45.6069,146.901,171.251,34.5774,23.4244,7.0512,0.334651,3.76719,20.7262,17.3503,18.8986,0.0872388,32.2675,2.5662,1.26471,1.62007,2.69976,2.52127,1.00273,0.235378,0.330377,0.364867,0.695244,0.310034,0.110356,0.188422,0.585683,0.129489,4.09614,0.274769,-0.049923,,19.8145,-0.420121,0.90488,-0.202148,-0.252071,0.525431,-0.720632016658783,0.06030768156051636,97.685,175.8,3.82173913,175.8,3.82173913,2.76685,1.87858,1.40734,2.76685,-1.87858,3.12354,999.0,0.05454545,OF,/players/alex-call/19296/stats/batting,22,NL,Alex Call,669743,19296,19296
CHW,White Sox,99.4248,318.241,344.274,77.9081,57.7703,14.2774,1.48715,4.37319,40.035,27.4585,20.1641,0.1544,64.4057,1.72072,2.1467,2.00173,6.50333,18.4241,4.24871,0.244809,0.29156,0.340243,0.631803,0.278257,0.05857,0.187077,0.31308,0.0954349,6.45414,0.292259,-0.147618,,30.9519,-9.72678,0.284073,1.42007,1.27245,0.525249,-8.551704168319702,2.033751428127289,75.8562,291.7,2.946464646,291.7,2.946464646,3.25817,1.13971,1.46415,3.25817,-1.13971,3.0478,509.7900085449219,0.0,2B,/players/luisangel-acuna/26548/stats/batting,4,AL,Luisangel Acuña,682668,26548,26548
STL,Cardinals,63.062,187.259,215.431,45.1679,31.4334,9.84116,0.247742,3.64564,24.0287,20.0031,21.4171,0.436482,29.2708,3.798,1.08531,1.87148,3.62929,6.95236,2.18875,0.241205,0.329571,0.35481,0.684381,0.305592,0.099415,0.135871,0.731688,0.113605,4.57921,0.267148,-0.051755,,24.1494,-1.30545,-0.337091,0.123047,0.0712925,0.523664,-1.2950952500104904,-0.877745658159256,94.6336,214.3,3.401587301,214.3,3.401587301,3.21865,-0.103233,1.43024,3.21865,0.103233,3.09301,999.0,0.03846154,2B/3B,/players/jose-fermin/21746/stats/batting,28,NL,José Fermín,665877,21746,21746
BOS,Red Sox,60.5579,200.914,220.751,46.8569,31.5648,9.85237,0.817562,4.62218,23.6105,20.5083,14.7604,0.126103,53.9159,2.66789,1.30448,1.10462,3.90767,3.05676,1.36192,0.233219,0.292676,0.359413,0.652089,0.286745,0.0668645,0.244238,0.273768,0.126194,4.28454,0.29395,-0.0281655,,21.3679,-4.71552,-1.10579,-0.268983,-0.297148,0.522949,-6.053487122058868,3.5668859481811523,77.8756,200.8,3.291803278,200.8,3.291803278,2.06432,0.205683,1.26554,2.06432,-0.205683,3.31262,999.0,0.01587302,C,/players/connor-wong/19896/stats/batting,3,AL,Connor Wong,657136,19896,19896
NYY,Yankees,97.3109,354.339,396.576,79.5444,43.5048,12.4035,0.147458,23.4886,47.1246,64.1689,37.7867,2.07694,123.978,1.85175,2.44183,0.156922,6.91069,0.411012,0.105885,0.224487,0.300648,0.459189,0.759837,0.324684,0.0952823,0.31262,0.304786,0.234702,1.56102,0.267806,-0.767679,,50.6029,3.74439,-0.299965,-0.496333,-1.26401,0.519741,2.3682080507278442,-10.710129976272583,107.749,465.0,4.793814432,465.0,4.793814432,4.00842,1.34081,0.876219,4.00842,-1.34081,3.83171,251.8699951171875,0.70149254,DH/OF,/players/giancarlo-stanton/4949/stats/batting,9,AL,Giancarlo Stanton,519317,4949,4949
MIN,Twins,27.0933,98.1892,110.745,23.8959,16.1187,5.16947,0.220435,2.38726,12.9538,10.6732,10.1155,0.119089,24.6472,1.22409,1.11003,0.106335,1.631,2.67989,0.496954,0.243366,0.318473,0.373442,0.691915,0.304965,0.09134,0.222558,0.410411,0.130076,4.82406,0.297636,-0.137161,,12.358,-0.727439,2.03914,0.151982,0.0148202,0.518193,-0.7860000533983111,2.039137111468631,93.8647,108.4,4.014814814,108.4,4.014814814,2.68559,0.220291,1.7213,2.68559,-0.220291,2.70494,999.0,0.0,OF,/players/walker-jenkins/sa3022894/stats/batting,8,AL,Walker Jenkins,805805,sa3022894,sa3022894
TBR,Rays,57.831,204.299,223.149,50.7982,37.2803,10.363,0.941835,2.21304,24.0506,20.2622,14.6419,0.252191,47.4951,2.14189,1.12293,0.943565,4.31097,4.32172,1.25864,0.248647,0.304142,0.341089,0.645231,0.285504,0.0656148,0.21284,0.308282,0.0924423,5.02658,0.312017,-0.0569579,,21.3752,-4.99155,1.34983,-0.00634129,-0.0632992,0.517215,-5.11797334253788,2.620896339416504,80.8348,190.9,3.29137931,190.9,3.29137931,2.35555,0.373738,1.4169,2.35555,-0.373738,3.1108,999.0,0.0,3B,/players/ben-williamson/33197/stats/batting,12,AL,Ben Williamson,810938,33197,33197
ATH,Athletics,47.9021,167.02,184.626,42.094,30.0995,8.66667,0.864484,2.46336,19.9804,16.7291,13.3031,0.120873,28.4854,1.11442,1.6796,1.50925,3.36409,3.26869,1.12437,0.25203,0.308609,0.358519,0.667128,0.293552,0.072054,0.154287,0.467014,0.106489,4.78083,0.287699,-0.0308933,,18.8915,-2.92353,0.763628,-0.0997994,-0.130693,0.514698,-3.106441870331764,1.8885440826416016,86.363,163.7,3.410416666,163.7,3.410416666,2.16087,1.02462,1.54374,2.16087,-1.02462,2.94168,999.0,0.0,3B/SS,/players/darell-hernaiz/26224/stats/batting,10,AL,Darell Hernaiz,687231,26224,26224
TOR,Blue Jays,42.9142,129.372,147.77,28.0345,19.8945,4.82489,0.710379,2.60475,15.5383,12.7626,11.5094,0.111415,31.3895,3.38211,0.990145,2.51605,1.87095,1.83424,0.59554,0.216697,0.295525,0.325375,0.6209,0.278019,0.0778873,0.212422,0.366663,0.108678,4.65405,0.263882,-0.142721,,13.2567,-4.20342,0.935437,-0.105945,-0.248666,0.513593,-4.312857508659363,4.2467169761657715,76.6645,122.2,2.841860465,122.2,2.841860465,1.22553,0.294545,1.48422,1.22553,-0.294545,3.02104,999.0,0.0,C,/players/tyler-heineman/13897/stats/batting,14,AL,Tyler Heineman,623168,13897,13897
CHC,Cubs,76.7389,263.397,294.807,62.7333,40.7041,11.8967,1.80093,8.33155,36.6177,31.3486,25.4829,0.207464,59.9071,3.00179,2.31068,0.615123,3.54259,10.8006,3.0037,0.23817,0.310063,0.391905,0.701968,0.307109,0.0864391,0.203208,0.425373,0.153735,6.02824,0.275496,0.0541461,,33.4105,-1.42323,0.322504,0.474655,0.528801,0.509517,-0.977815568447113,-4.01972022652626,95.6761,307.7,3.996103896,307.7,3.996103896,2.49662,0.627181,1.07956,2.49662,-0.627181,3.56059,294.0299987792969,0.0,3B,/players/matt-shaw/33322/stats/batting,17,NL,Matt Shaw,807713,33322,33322
CIN,Reds,122.005,470.674,510.192,117.464,77.0503,22.7733,1.81292,15.8278,62.2092,59.3774,30.5695,0.920997,117.475,5.13817,3.27074,0.53906,7.32193,14.267,4.53162,0.249566,0.300542,0.406537,0.707079,0.306316,0.0599177,0.230257,0.260221,0.156971,5.20777,0.298368,0.0693918,,57.4916,-2.79149,-0.964358,0.259302,0.328694,0.508567,-5.390762597322464,-6.612722158432007,90.5414,533.3,4.371311475,533.3,4.371311475,3.26611,-1.82893,0.386506,3.26611,1.82893,4.48466,135.6699981689453,0.01052632,3B/OF,/players/noelvi-marte/26517/stats/batting,18,NL,Noelvi Marte,682622,26517,26517
MIL,Brewers,44.29,148.103,166.631,32.5387,19.852,5.52562,0.0933492,7.06767,18.829,22.9522,13.3417,0.0,44.6222,3.87681,1.27018,0.0398395,2.81248,0.333504,0.105953,0.219703,0.298678,0.401437,0.700115,0.306189,0.080067,0.26779,0.298992,0.181734,2.12723,0.260751,-0.181693,,18.7599,-0.928867,-0.969136,-0.221416,-0.403109,0.506719,-1.1754505038261414,0.5842437744140625,96.0893,171.0,3.886363636,171.0,3.886363636,3.64088,1.18143,1.25308,3.64088,-1.18143,3.32923,999.0,0.23333333,C,/players/gary-sanchez/11442/stats/batting,23,NL,Gary Sánchez,596142,11442,11442
CIN,Reds,64.345,209.54,236.962,46.3894,26.1662,9.50425,1.73139,8.9876,29.3086,28.2102,22.8397,0.582946,72.2125,1.74275,2.23939,0.600392,2.55955,5.76092,1.8729,0.221387,0.300268,0.411947,0.712216,0.308304,0.0963856,0.304743,0.316285,0.19056,5.98267,0.286431,-0.217858,,27.0848,-0.914035,1.92897,0.0540242,-0.163834,0.502204,-2.4377794414758682,-0.5374646186828613,91.9033,253.4,3.959375,253.4,3.959375,2.60111,0.651606,1.03918,2.60111,-0.651606,3.61443,999.0,0.01162791,OF,/players/will-benson/21853/stats/batting,18,NL,Will Benson,666181,21853,21853
PHI,Phillies,45.261,142.631,159.87,32.3619,23.1334,6.39415,0.185695,2.64866,15.5631,15.8641,12.6183,0.145723,27.3236,2.24954,1.16249,1.20857,2.6027,0.67965,0.229381,0.226893,0.297677,0.330037,0.627714,0.279835,0.0789287,0.170912,0.461809,0.103144,2.76689,0.261053,-0.0717257,,14.5778,-4.31197,0.943475,-0.207915,-0.279641,0.497766,-4.889574229717255,4.435832858085632,75.6704,128.7,2.86,128.7,2.86,3.26261,1.89068,1.44775,3.26261,-1.89068,3.06967,999.0,0.0,C,/players/rafael-marchan/21646/stats/batting,26,NL,Rafael Marchán,665561,21646,21646
LAA,Angels,115.922,414.552,472.391,93.6862,53.9409,18.6517,0.246966,20.8467,55.2923,58.3404,48.4803,0.52619,128.567,5.24671,3.65152,0.461275,7.32184,0.945373,0.220053,0.225994,0.312362,0.42304,0.735402,0.319815,0.102627,0.272161,0.377083,0.197046,2.00728,0.270991,-0.844299,,58.4093,2.59256,-3.28156,-0.608355,-1.45265,0.493606,0.59293532371521,-12.027386665344238,103.674,524.8,4.524137931,524.8,4.524137931,2.20395,-3.0166,0.60928,2.20395,3.0166,4.18763,719.1500244140625,0.48051948,DH/OF,/players/jorge-soler/14221/stats/batting,1,AL,Jorge Soler,624585,14221,14221
CLE,Guardians,52.3907,186.12,213.761,40.1979,26.2418,8.34048,1.04365,4.57198,26.0183,19.761,23.4621,0.191026,60.6559,2.47653,0.923501,0.779016,2.86553,4.15307,0.828061,0.215978,0.310526,0.3457,0.656226,0.293464,0.109758,0.283755,0.386807,0.129721,5.51696,0.292458,-0.21012,,21.8575,-3.40006,-0.303944,0.148291,-0.0618285,0.485753,-3.114137016236782,0.5045539140701294,87.8849,193.7,3.725,193.7,3.725,1.77262,-0.378044,1.16713,1.77262,0.378044,3.44383,999.0,0.0,2B,/players/travis-bazzana/sa3025129/stats/batting,5,AL,Travis Bazzana,683953,sa3025129,sa3025129
LAD,Dodgers,50.7889,166.978,182.913,41.314,29.5054,8.34282,0.233011,3.23276,20.7052,17.6567,11.9825,0.232275,26.0919,1.53891,1.04488,1.36806,3.84979,2.68761,0.85326,0.247421,0.302049,0.358257,0.660306,0.290507,0.0655096,0.142647,0.459243,0.110836,4.02344,0.274561,-0.0260657,,18.264,-3.34849,1.26895,-0.0944178,-0.120484,0.483178,-3.5207163095474243,2.052733302116394,84.2718,158.9,3.115686274,158.9,3.115686274,1.79066,0.202018,1.47141,1.79066,-0.202018,3.03811,999.0,0.0,SS,/players/miguel-rojas/7802/stats/batting,22,NL,Miguel Rojas,500743,7802,7802
LAD,Dodgers,21.6325,66.9421,75.8703,13.8664,9.2562,2.1619,0.111114,2.33722,9.87449,9.10427,8.22188,0.257145,23.8474,0.421498,0.211118,0.0737747,0.735903,1.20273,0.320396,0.207141,0.296977,0.347498,0.644475,0.286263,0.108368,0.314318,0.344771,0.140357,4.59904,0.281416,0.0375994,,7.3143,-1.65036,4.98228,-0.00713141,0.030468,0.482828,-1.7858480252325535,3.9807742834091187,79.8012,61.9,2.813636363,61.9,2.813636363,4.51734,-0.393263,1.69456,4.51734,0.393263,2.74058,999.0,0.0,OF,/players/jack-suwinski/22244/stats/batting,22,NL,Jack Suwinski,669261,22244,22244
STL,Cardinals,27.875,92.1521,101.207,21.4496,14.9781,4.17213,0.13977,2.15959,10.3633,10.7183,6.98412,0.167134,27.1038,1.14013,0.781883,0.14898,1.79907,0.21363,0.0791177,0.232763,0.292641,0.351375,0.644017,0.283461,0.0690081,0.267805,0.257681,0.118613,2.43085,0.302965,0.0148289,,9.52664,-2.43178,2.04529,-0.141085,-0.126256,0.482111,-2.5866619497537613,3.873512387275696,79.4311,80.0,2.857142857,80.0,2.857142857,2.18818,-0.795497,1.68625,2.18818,0.795497,2.75167,999.0,0.06666667,C,/players/jimmy-crooks/31354/stats/batting,28,NL,Jimmy Crooks,699625,31354,31354
DET,Tigers,62.5323,222.315,246.145,53.6332,36.6229,10.1915,1.07863,5.74019,27.7007,24.5727,18.9318,0.184374,57.5501,2.38484,2.31326,0.199618,3.73601,3.51523,0.853829,0.241248,0.304742,0.374255,0.678997,0.29771,0.0769131,0.233806,0.328961,0.133006,4.70774,0.296849,-0.00718315,,26.0172,-3.06666,-0.779971,-0.0278933,-0.0350764,0.480343,-3.1176982261240482,-0.6593457758426666,89.3743,239.3,3.798412698,239.3,3.798412698,2.04211,-0.194225,1.18564,2.04211,0.194225,3.41915,999.0,0.03030303,OF,/players/matt-vierling/21558/stats/batting,6,AL,Matt Vierling,663837,21558,21558
BAL,Orioles,42.1253,142.531,159.152,32.2833,18.6782,6.96906,0.768082,5.86788,18.8041,18.5775,13.626,0.256533,45.4694,1.99165,0.911104,0.0925042,1.87601,1.19819,0.431746,0.2265,0.301151,0.409681,0.710832,0.30895,0.0856162,0.285698,0.299673,0.183181,4.30578,0.286798,0.0784678,,18.2745,-0.530506,-0.962784,-0.161886,-0.0834183,0.47811,-0.30627135187387466,-0.49844029545783997,98.812,168.5,4.011904761,168.5,4.011904761,3.15141,2.25493,1.36143,3.15141,-2.25493,3.18475,696.5399780273438,0.1097561,1B,/players/coby-mayo/28312/stats/batting,2,AL,Coby Mayo,691723,28312,28312
SEA,Mariners,44.6737,125.472,148.107,26.9805,20.4414,4.4583,0.204145,1.87668,17.2548,11.9606,18.682,0.195899,36.7224,1.4509,0.986361,1.51611,1.91506,6.03882,1.48821,0.215032,0.321393,0.298689,0.620082,0.284141,0.126138,0.247944,0.508735,0.0836571,5.29916,0.285728,-0.0646944,,14.0232,-3.47683,0.664378,0.331751,0.267057,0.476339,-2.03546604514122,1.5935817956924438,86.8097,125.2,2.782222222,125.2,2.782222222,2.95509,0.244282,1.57524,2.95509,-0.244282,2.89967,999.0,0.08,2B/SS,/players/leo-rivas/21009/stats/batting,11,AL,Leo Rivas,660844,21009,21009
NYY,Yankees,67.0087,239.415,253.979,61.9729,44.5417,11.125,1.60301,4.70311,27.9689,26.9258,10.9568,0.0150068,46.6977,2.09612,1.36676,0.144303,5.41709,5.09205,1.38946,0.258851,0.29557,0.377643,0.673212,0.293254,0.0431407,0.183864,0.234633,0.118791,5.34484,0.302405,0.508323,,25.9264,-4.08313,-0.446628,0.0692805,0.577603,0.470953,-3.5773632526397705,-0.4152923934161663,86.1584,244.2,3.644776119,244.2,3.644776119,3.09415,0.683179,1.34315,3.09415,-0.683179,3.20914,999.0,0.01694915,SS,/players/amed-rosario/15518/stats/batting,9,AL,Amed Rosario,642708,15518,15518
WSN,Nationals,122.249,457.563,487.93,110.034,76.6697,20.3553,1.14332,11.8655,49.8442,52.8328,22.2631,0.828935,135.999,3.48125,4.07395,0.549314,9.73775,5.68384,2.14862,0.240478,0.278587,0.367758,0.646345,0.280462,0.0456276,0.278726,0.163701,0.12728,3.85401,0.312865,0.0291325,,44.7407,-12.912,-0.269946,-0.413762,-0.384629,0.469317,-13.26308324933052,1.6166140139102936,77.7304,415.3,3.40409836,415.3,3.40409836,1.82568,0.897033,0.3097,1.82568,-0.897033,4.58707,729.77001953125,0.0,3B,/players/brady-house/29993/stats/batting,24,NL,Brady House,691781,29993,29993
ARI,Diamondbacks,52.5154,175.736,192.1,41.6527,28.1069,8.16229,0.211523,5.17199,20.2899,22.9024,10.7359,0.0546718,49.7521,2.69824,1.82433,1.10571,3.37649,1.14421,0.320245,0.237019,0.288421,0.374164,0.662585,0.289241,0.0558872,0.25899,0.215789,0.137145,3.15949,0.297471,-0.289339,,18.9839,-3.7142,-0.508196,-0.176184,-0.465523,0.467309,-4.395166903734207,2.5714113116264343,82.7404,173.3,3.26981132,173.3,3.26981132,2.46696,1.35567,1.30199,2.46696,-1.35567,3.26401,999.0,0.0,C,/players/james-mccann/12859/stats/batting,15,NL,James McCann,543510,12859,12859
BAL,Orioles,55.4269,212.322,228.174,51.9891,35.8676,9.76943,1.04924,5.3029,25.4107,24.1923,10.1683,0.0315456,43.9422,3.77876,1.765,0.139848,4.5195,3.94484,1.66688,0.244859,0.28915,0.375682,0.664832,0.289846,0.0445636,0.192582,0.231401,0.130823,4.90577,0.283218,0.0917923,,22.6609,-4.29969,0.442236,-0.222302,-0.130509,0.46299,-4.494737163186073,1.2975894510746002,83.8171,204.9,3.725454545,204.9,3.725454545,5.89777,-0.269011,1.278,5.89777,0.269011,3.296,999.0,0.0,2B,/players/thairo-estrada/16426/stats/batting,2,AL,Thairo Estrada,642731,16426,16426
CHW,White Sox,119.528,445.049,493.903,109.578,73.282,19.3804,1.07154,15.8445,54.3943,57.7074,41.8471,1.90557,85.5851,2.46922,4.19744,0.340434,7.52885,2.79827,0.964337,0.246217,0.311804,0.401384,0.713188,0.309788,0.0847273,0.173283,0.488953,0.155167,3.06301,0.269493,-0.281808,,57.0482,-1.31027,-3.48742,-0.599024,-0.880832,0.458205,-2.3308112621307373,-9.906509637832642,97.5161,517.1,4.309166666,517.1,4.309166666,1.23392,1.97,0.299132,1.23392,-1.97,4.60116,999.0,0.38938053,OF,/players/andrew-benintendi/17901/stats/batting,4,AL,Andrew Benintendi,643217,17901,17901
NYM,Mets,109.77,410.967,450.258,98.5331,60.2424,18.0618,1.23893,18.9899,51.2238,60.0858,31.3472,0.399575,118.307,4.35449,3.40756,0.181709,7.71431,1.15718,0.242006,0.239759,0.298249,0.428362,0.726611,0.313488,0.0696206,0.262754,0.264965,0.188602,2.9451,0.287079,-0.55039,,53.3598,0.158339,0.543246,-0.498425,-1.04881,0.456902,-1.0178354196250439,-9.755090534687042,100.058,486.8,4.425454545,486.8,4.425454545,2.42072,0.81567,0.496101,2.42072,-0.81567,4.33853,414.2300109863281,0.3697479,3B/DH,/players/mark-vientos/22184/stats/batting,25,NL,Mark Vientos,668901,22184,22184
TBR,Rays,74.2723,226.203,256.075,48.7884,33.4233,9.97085,0.856814,4.53749,25.3084,23.7031,26.528,0.214806,66.1734,1.08415,2.09449,0.16486,4.78533,1.55204,0.214014,0.215684,0.298545,0.327517,0.626062,0.27985,0.103595,0.258414,0.400887,0.111833,3.55134,0.280804,-0.261451,,23.3536,-6.90359,-2.52844,-0.178753,-0.440204,0.455587,-7.416226327419281,3.202446699142456,76.9508,217.9,2.944594594,217.9,2.944594594,2.00382,1.44257,0.99604,2.00382,-1.44257,3.67195,999.0,0.02777778,C,/players/hunter-feduccia/23372/stats/batting,12,AL,Hunter Feduccia,676439,23372,23372
SEA,Mariners,104.365,373.702,409.43,88.8373,55.9999,17.0623,0.737196,15.0379,45.4155,49.6028,29.6663,1.66917,95.4123,2.71695,2.88912,0.45615,7.57779,4.18135,1.3391,0.237723,0.296402,0.408047,0.704448,0.304204,0.0724575,0.233037,0.310928,0.170324,3.64101,0.277295,-0.42345,,45.4349,-2.94241,0.0673374,-0.284573,-0.708023,0.451586,-0.4041442275047302,-9.273988328874111,100.63,424.2,4.078846153,424.2,4.078846153,1.73366,1.46824,0.464349,1.73366,-1.46824,4.38087,541.9199829101562,0.1025641,OF,/players/dominic-canzone/26438/stats/batting,11,AL,Dominic Canzone,686527,26438,26438
STL,Cardinals,71.9804,259.456,281.412,62.5212,42.9962,13.0614,1.14053,5.32311,29.7403,28.0962,16.8264,0.214373,72.3814,3.06503,1.59489,0.469192,3.50637,3.35332,1.13963,0.24097,0.293344,0.361653,0.654996,0.287271,0.0597929,0.257208,0.232469,0.120682,4.47624,0.311967,0.000814215,,27.3599,-5.89103,0.667379,-0.209785,-0.208971,0.445744,-6.179604113101959,1.0121133029460907,82.0488,247.1,3.431944444,247.1,3.431944444,4.08423,-0.753146,1.07366,4.08423,0.753146,3.56845,999.0,0.01149425,2B/SS,/players/thomas-saggese/27883/stats/batting,28,NL,Thomas Saggese,695336,27883,27883
PIT,Pirates,22.4207,75.4787,82.8501,17.5577,11.6916,4.3133,0.146541,1.40627,9.01532,8.16134,6.78869,0.0766475,18.2666,0.299463,0.23326,0.0499648,0.968745,0.326171,0.18351,0.232618,0.297655,0.349541,0.647195,0.286153,0.0819395,0.220478,0.371645,0.116923,3.04894,0.288217,0.00885209,,7.97974,-1.80964,3.87282,-0.133388,-0.124536,0.444125,-2.115395799279213,3.699816942214966,79.7253,67.8,3.081818181,67.8,3.081818181,3.45895,-0.804076,1.76369,3.45895,0.804076,2.64841,999.0,0.0,C,/players/endy-rodriguez/25332/stats/batting,27,NL,Endy Rodríguez,682848,25332,25332
NYY,Yankees,89.1947,328.208,362.186,83.6376,55.8353,17.0453,0.245005,10.512,45.305,38.7019,30.2606,2.31711,80.5249,1.91455,1.72013,0.0826478,5.36482,4.00497,0.784488,0.254831,0.319833,0.404343,0.724177,0.314407,0.0835499,0.22233,0.375792,0.149513,3.79638,0.306104,-0.71129,,43.1927,0.397634,0.311669,-0.0859885,-0.797278,0.443454,-0.5020915269851685,-7.421544671058655,100.69,395.9,4.448314606,395.9,4.448314606,4.58964,0.626265,0.797077,4.58964,-0.626265,3.93723,740.3800048828125,0.02097902,1B,/players/paul-goldschmidt/9218/stats/batting,9,AL,Paul Goldschmidt,502671,9218,9218
DET,Tigers,21.0001,68.1357,74.8914,14.6126,9.27592,2.91619,0.205305,2.21521,8.24436,7.298,6.14598,0.079061,20.3284,0.276746,0.288109,0.0449291,0.989294,1.05353,0.277361,0.214464,0.281047,0.360825,0.641872,0.281802,0.0820652,0.271438,0.302335,0.146361,4.44489,0.270213,-0.0211147,,6.94868,-1.90032,2.59962,-0.00599449,-0.0271092,0.431472,-1.932290755212307,3.57184499502182,78.416,63.4,3.019047619,63.4,3.019047619,4.51106,-0.400919,1.76687,4.51106,0.400919,2.64417,999.0,0.0,SS,/players/trey-sweeney/29575/stats/batting,6,AL,Trey Sweeney,700242,29575,29575
SEA,Mariners,71.2082,236.992,268.408,51.9037,31.8222,10.2186,0.79168,9.07121,31.2225,30.1582,19.6437,0.138862,80.7814,8.19518,1.75509,1.82228,3.55969,4.58829,1.29954,0.21901,0.299125,0.383638,0.682763,0.300306,0.0731858,0.300965,0.243171,0.164628,4.83656,0.28767,-0.253274,,28.9362,-2.77833,0.542296,-0.00747106,-0.260745,0.430261,-0.9109222590923309,-4.121887624263763,97.9448,264.2,3.72112676,264.2,3.72112676,1.8842,1.67491,0.900525,1.8842,-1.67491,3.7993,999.0,0.05063291,1B/OF,/players/luke-raley/19354/stats/batting,11,AL,Luke Raley,670042,19354,19354
TBR,Rays,96.3385,321.14,359.03,76.1004,51.9097,14.8778,0.954485,8.35842,40.7313,36.1546,32.2743,0.996673,75.2037,3.47853,1.70752,0.429656,4.49072,11.1604,3.55494,0.23697,0.311916,0.367324,0.67924,0.299532,0.0898929,0.209464,0.429158,0.130355,5.06782,0.283101,-0.151965,,38.4802,-3.94201,0.910718,0.204128,0.0521632,0.429733,-3.9914039485156536,-3.959521472454071,90.471,343.7,3.580208333,343.7,3.580208333,1.21703,-0.535637,0.920869,1.21703,0.535637,3.77217,999.0,0.02816901,OF,/players/jake-fraley/19260/stats/batting,12,AL,Jake Fraley,641584,19260,19260
MIN,Twins,48.7975,159.12,178.948,39.2133,26.8555,8.25895,0.86111,3.23783,21.0322,16.9332,14.4038,0.324317,33.747,3.90508,1.39799,0.120197,2.98663,2.67988,0.849546,0.246438,0.321664,0.37021,0.691874,0.305622,0.0804919,0.188586,0.426818,0.123772,4.80899,0.29122,0.0202284,,20.0641,-1.07989,1.82869,-0.107948,-0.0877193,0.427719,-1.2861865907907486,-0.6923828125,94.3176,173.4,3.53877551,173.4,3.53877551,2.43087,0.704863,1.47191,2.43087,-0.704863,3.03746,999.0,0.0,OF,/players/alan-roden/31564/stats/batting,8,AL,Alan Roden,702176,31564,31564
